菜名	简介	食材-主料	食材-配料	制作步骤	URL
芒果乳酪蛋糕	今天是西方的情人节，在此祝各位情侣，夫妻相亲相爱，幸福永远！祝单身的朋友早日找到心属的伴侣！每年的中式和西式情人节，小白都会在正点的时侯，神秘悉悉地从柜子里翻出一件情人节礼物送我。礼物都是首饰，台湾的首饰款式又新，价格还便宜。每次回去，他就背着我偷偷把礼物买好，藏在柜子里。今年因为还没回台湾，没有事先为我准备礼物了。不过我也很开心，昨天一句玩笑话让他在家陪我过情人节，他真的推掉所有的应酬，一整天都在家里陪我。我的礼物呢，就是这个蛋糕，和几道他最爱吃的菜。 这里要谢谢CANDY和七片叶子教我切芝士蛋糕的方法，这次切的很漂亮！ 口味评分 ★★★★☆ 制作简易度 ★★★★☆	奶油奶酪, 250g; 芒果, 500g	消化饼干, 90g; 黄油, 30g; 杏子果酱, 30g; 砂糖, 10g; 鲜榨橙汁, 适量; 水, 适量; 吉利丁, 适量; 鲜奶油, 100g; 吉利丁片, 适量; 细砂糖, 50g; 原味酸奶, 100g	1. 材料集合图。最先做蛋糕的饼干底，做好后放入冰箱冷冻。2. 芒果一半切丁，一半用搅拌机磨成果浆。（估计我没有放500克的果肉，约300克的样子）。3. 吉利丁片用冷水泡软后，倒去冷水。4. 锅内热水，隔水融化吉利丁片（吉利丁片会成液态）放凉待用，但不要凉至结块。用量匙（大匙）装出一匙另备碗盛放（一会做镜面胶的）。5. 奶油奶酪加糖隔水融化，（酸奶可以这时侯加在一起融化搅拌，因为我是后来发现太干了才加酸奶的）。6. 奶油奶酪搅拌至无颗粒状。7. 鲜奶油用电动打蛋器打发至体积增大三倍。8. 将打发鲜奶油，放入奶油奶酪糊内搅拌均匀。9. 接下来，把芒果浆倒入奶酪糊里搅拌均匀。（这时我发现奶酪糊太干了，原方子没有加酸奶，我加了100克酸奶搅拌均匀）.10. 再把芒果块倒入奶酪糊里搅拌均匀。11. 最后把液态的吉利丁水倒入奶酪糊里，用橡皮刮刀拌均匀。（吉利丁水如果有些结块了，可以隔水再融一下）.12. 冬天吉利丁结块很快的，用橡皮刮刀快速的拌均匀，不要让其结块了。13. 倒入做好饼干底的蛋糕模内，晃动几下使蛋糕糊平坦，包上保鲜膜放入冰箱冷藏三小时。14. 制作顶部镜面胶，把一大匙吉利丁，杏子果酱，砂糖，水，橙汁一起放入碗中，隔水融化搅拌均匀。15. 从冰箱内取出蛋糕，用网筛隔着，把做好的胶水倒在蛋糕面上。（用网隔着起到过滤的功能）.16. 淋好镜面后，包上保鲜膜再次放入冰箱冷藏四小时，取出用热毛巾捂住模具边缘1-2分钟，即可脱模。	http://www.haodou.com/recipe/6225
金牌土豆泥沙拉	记得胖星儿的博里说过，“一年里只要认真完成两件事，就两件事，积累下来，就会觉得自己很了不起。” 我曾经有过对自己高高的期望，高到自己不知如何下手，高到除非把自己安排的24小时马不停蹄才有可能慢慢接近希望。愿望永远是美好的，而现实是一小步一小步去迈的，所以--我开始脚踏实地一步一步小心认真地走，每次只走一小步，只要一直在走，积累下来，真的发现自己很了不起。 今年的第一件事在前几天完美结束了，我的生活又开始了新的篇章，生活不就是这样被一件事一段经历不可复制地连接着吗！用心地去做好今年的第二件事，期待明天的生活：） 说说今天的菜吧，为什么要叫“金牌”捏？那是因为这是老公隔三差五就要吃的一道菜，吃了好几年仍然钟爱有佳！而且这是朋友称赞最多一道菜，朋友到家里吃饭时那是必须要做的，而且都说好吃捏。绝对不是夸夸而已哟，他们吃完后带着做法，回家还要做呢：）所以，叫“金牌”也不为过吧，嘿嘿！	土豆个, 20g; 鸡蛋, 10g	洋葱碎, 适量; 甜玉米, 适量; 盐, 适量; 白胡椒粉, 适量; 蛋黄沙拉酱, 适量	1. 先将土豆、鸡蛋蒸熟，玉米煮熟。把土豆切片，这样会熟得快些；土豆不要放在盘子里离蒸，这样的话水气漏不下去浸在土豆里，影响口感。2. 蒸锅下面放着玉米，一起煮哈，这样省火还省时间！煮玉米的时候留最里面的一两层皮和须，煮出来的味道会更香。3. 切一小撮洋葱碎备用。4. 土豆蒸好后，去皮，放在碗里压成泥。这一步要费一点力气，一定要压成泥，这样才好吃！5. 把鸡蛋清切小粒和洋葱一起与土豆泥搅拌均匀；鸡蛋黄留在一边备用；然后放进剥好的玉米粒，这时放一点盐和白胡椒粉调味。6. 最后把蛋黄酱和鸡蛋黄一起放入，搅拌均匀。其实更完美的做法应该是先把蛋黄同蛋黄酱拌匀，拌到看不见蛋黄为止，然后再加入到土豆泥中，我偷懒啦：）这样的话，一定要记得把蛋黄完全碾碎。7. 最后，再根据自己口味用盐和白胡椒粉调味，如果喜欢吃肉的话，加一点火腿丁那也是很不错滴！！	http://www.haodou.com/recipe/6443
水晶果冻蛋糕	吃腻了奶油奶酪蛋糕，这次我们要变个方法吃蛋糕了。原来的本意是想把蛋糕装饰的漂亮点，没想到做出来的味道很特别，很好吃。果冻层酸酸甜甜的配上少量的鲜奶油，吃着香滑而不腻。喜欢吃果冻的小朋友一定不能错过的 我们这都买不到草莓之类的装饰水果了，所以装饰有些失败了，放了两片蕃茄和薄荷叶在里面结果都变黑了，只好用些不能吃的彩色心来遮丑了。	蛋糕底, 10g	奶油, 150g; 橙汁, 适量; 葡萄汁, 适量; QQ糖, 200g; 草莓, 25g	1. 植物鲜奶油打发成奶昔状态。（如果用动物鲜奶油会更好吃，要适量加点糖）。2. 1包QQ糖加1大匙水隔水融化成液态，倒入打发鲜奶油中混合均匀。3. 蛋糕模具内放入一片蛋糕底（蛋糕要减的比模具略小）再倒入混合好的鲜奶油，放入冰箱冷藏1小时。4. 取出在边围上一圈樱桃蕃茄片。5. 2包黄色QQ糖加1大匙水隔水融化成液态，倒入橙汁中混合均匀。倒在冻好的奶油慕斯馅上。放入冰箱冷藏至结冻。6. 2包红色QQ糖加1大匙水隔水融化成液态，倒入葡萄汁中混合均匀。倒在冻好的黄色果冻馅上。再铺上水果装饰，重新放入冰箱冷藏至结冻。	http://www.haodou.com/recipe/6427
谷小饼	這個小餅是放假的時候在家里處理吃不完的早餐瞎搞的~~有點糯糯的,又有點脆脆的,有嚼頭,自己覺得很好吃~~而且多多補充膳食纖維對身體大有好處唷~~有興趣的話,也試試~~	糯米, 0.5杯	玉米碎, 0.5杯; 水, 3杯; 黃小米, 0.5杯; 燕麥, 0.5杯; 意仁米, 0.5杯; 面粉, 1杯; 紅糖, 1杯	1. 將糯米,小米,燕麥,意仁米,玉米碎淘洗凈混合加少量水(沒過混合米就行)泡1小時2. 將混合米倒入鍋中加3杯水開大火煮沸后,加入紅糖繼續煮,當水剩下原來的1/2時開小火慢熬至飯變得很稠為止3. 將五谷飯盛出待涼,加入面粉,拌勻至稠糊狀4. 以勺為單位舀至鋪好錫箔紙的烤盤中,再用壓扁成小圓餅,放入烤箱上層,200度烤30分鐘即可	http://www.haodou.com/recipe/6494
凤爪花生煲	最近连着上蛋糕。有小朋友抗议了，，好多天没吃肉了哦！那我赶紧上道美容菜，让小朋友吃了美丽又健康。	鸡爪, 300g; 花生, 50g	生姜, 适量; 蒜瓣, 适量; 青红椒, 适量; 糖色, 0.5大勺; 蚝油, 1大勺; 黄酒, 1大勺; 蕃茄酱, 2大勺; 盐, 适量; 植物油, 1大勺; 八角, 适量; 香叶, 适量	1. 鸡爪用剪刀剪去脚趾，洗净备用。青红椒切片。2. 锅内烧热油，把鸡爪放入炸至起酥，捞出沥干油。3. 将炸好的鸡爪放入凉开水中浸泡1小时。4. 花生洗干净，锅内放水，放入姜片，大蒜，八角，香叶，盐，蚝油，黄酒，植物油，盐，糖色，放入花生大火烧开后，转小火煮20分钟（目的是把花生煮至熟烂，也可以用压力锅压一下，也可以用焖烧锅焖）后来有阿姨告诉我，花生先泡一下更好煮。5. 然后再加入泡好水的鸡爪，加水水位淹过鸡爪1-2CM的位置，大火烧开后转小火慢慢煲。6. 煲到剩下差下约三分之一水的时侯，即可放入青红椒蕃茄酱再煲片刻起锅了。（如果鸡爪多，又有煲的火侯够的话，汤汁就会自然的起胶质成糊状，如果没有的话，可以下一些水淀粉勾芡）。	http://www.haodou.com/recipe/6421
原只南瓜蒸排骨	上次做了个南瓜蒸排骨，调好味道的排骨放在切好的南瓜上面蒸，味道很不错。这次，尝试一下用整只南瓜装着排骨来蒸，让两者的味道互相渗透相容。南瓜有排骨的浓香，排骨有南瓜的清甜，尝试一下。	南瓜, 80g; 猪前排, 100g	蒜头, 适量; 葱头, 适量; 生抽, 适量; 糖, 适量; 料酒, 适量; 生粉, 适量; 油, 适量	1. 将排骨切成小件，用蒜头、葱头、生抽、糖、料酒、生粉、油先腌制半小时。2. 将南瓜从上面切开，去掉里面的囊，填入腌好的排骨。3. 将南瓜入锅，盖上南瓜盖，烧开后中火蒸1小时。4. 起锅了，非常美味，就是浪费能源。	http://www.haodou.com/recipe/6435
香草可乐鸡翅根	这道菜不推荐了，因为我家小白很不给面子，尝了一口就没吃了。不明白为什么可乐买那么多来喝，用来做菜他就不能接受了，累我一个人吃了六支鸡翅根。味道一般般，不是很好吃，也不难吃。	鸡翅根, 6根; 香草可乐, 0.5瓶	大蒜头, 1颗; 姜片, 5片; 生抽, 适量; 老抽, 1大勺; 香醋, 1大勺; 料酒, 0.5大勺	1. 鸡翅根划上深口，准备半支有糖可乐。2. 用蒜头，姜片，可乐，生抽，料酒，白糖，腌制半天。3. 锅内热油，把鸡翅根取出，爆香直至鸡皮出油。4. 把所有的腌料都倒入锅内，大火烧开后，转小火慢煮。5. 直至汁快收干了，倒入香醋提香。翻均匀即可起锅了。	http://www.haodou.com/recipe/6476
樱桃小丸子蛋糕	第一次做这种奶油形象裱花，想像中很容易，没想到好难操作。。翻糖做的不像，还可以再修修补补，奶油就几乎没办法改了，造成这个小丸子做的不是很像。。	戚风蛋糕, 500g; 奶油, 350g	食用色素, 适量	1. 打发鲜奶油将戚风蛋糕抹平。2. 用牙签在奶油上画出大概轮廓。3. 先用小菊花嘴裱上蓝天白云，人物。（因为没有黑色色素，，头发我先用咖啡色代替）。4. 再将黑巧克力隔水融化，装出一次性裱花袋，挤出人物的轮廓。5. 再挤出秋千的绳。6. 在周围用圆形花嘴挤出一片绿色草地和秋千板。7. 用牙签把绿草划出草的形象，再挤上各色小花。8. 最后我看头发的色太不搭配了，只好都给淋上巧克力酱了。。（用黑色色素会更形象一些）。	http://www.haodou.com/recipe/6450
叉烧焖西葫芦	一日，正在市场闲逛，家里MM打电话过来说想吃叉烧，赶紧买了些回去。到家，又说要一起去丈母娘家吃饭，搞的我买的菜又要塞进冰箱里去。叉烧冷冻久了不好吃，第二天拿出来炒了个西葫芦，没想味道还不错。广东菜有个火腩焖南瓜，就是烧肉焖南瓜，额来个叉烧焖小南瓜（西葫芦我们这边叫小南瓜或云南小瓜），味道一样棒。	叉烧, 250g; 西葫芦, 30g	蒜, 适量; 盐, 适量; 生抽, 适量; 叉烧汁, 适量	1. 将西葫芦切片，叉烧切片。2. 起油锅，爆香蒜头，下西葫芦煸炒。3. 加入叉烧炒匀。4. 下适量的盐、生抽、叉烧汁、清水稍焖一下。5. 出锅了，色香味俱全，不错，自己表扬一下，呵呵。	http://www.haodou.com/recipe/6455
头菜蒸仙骨鱼	仙骨大头鱼，近几年才在我们这市场有卖，说是鳙鱼培育出来的，头更大，身体细长。这鱼的头重量占了身体的大部分，卖的要比大头鳙鱼贵，鱼头味道鲜美，鱼肉嫩滑，味道不错。在外面吃火锅，喜欢用它切件，泡熟，蘸上些酱料，鲜嫩无比，非常可口。在市场买了一条，用我们这里的特产关家尾头菜一起蒸，味道也非常棒。腌大头菜的咸香配上鱼肉的嫩滑，非常不错，下饭，呵呵。	大头鱼, 800g	头菜, 50g; 姜, 适量; 葱, 适量; 生抽, 适量	1. 将鱼去鳞开膛清洗干净。2. 鱼太大，将其切成两段装盘，铺上头菜丝，姜丝。3. 淋上些酱油，生油，水开后入锅蒸8分钟。4. 出锅了，好味道哦。	http://www.haodou.com/recipe/6448
日本棉花蛋糕	6个鸡蛋，用的是黄油，吃起来风味自然比戚风香浓许多，组织也蛮细腻，口感不错***西西	低粉, 80g; 鸡蛋, 1个	糖, 80g; 炼乳, 80ml; 盐, 适量; 黄油, 60g; 蛋黄, 5个; 蛋白, 5个	1. 黄油煮沸，筛入低粉，拌匀2. 加入炼乳，拌匀后加入C再次拌匀即成蛋黄糊3. 蛋白分次加糖和少许盐，打至硬性发泡（我只打到湿性，组织就没那么细腻了，最好打到硬性）4. 分3次将蛋白糊和蛋黄糊混匀，倒入小模具后，震一下，消除内部气泡后进烤箱烘烤5. 烤箱170度预热，烤25分钟	http://www.haodou.com/recipe/6601
黑芝麻饼干	好长时间没做饼干了，最近不知道为什么对含油量高的西点都没什么兴趣了。看了鱼宝的这款饼干却心动了，因为含油量少，利用芝麻本身的油脂烤出来的健康饼干。制作又简单，不用打发奶油，也不需要特别的工具。在制作的时侯，突然灵机一动，想试试能不能用平底锅来做饼干（不是每种方子的饼干都可以做的哦）要是研制出来了，就方便了很多没有烤箱的同学们了。	中筋面粉, 0.7杯; 黑芝麻粉, 0.7杯	小苏打, 0.25勺; 黄油, 4大勺; 糖, 0.5杯; 蛋黄, 1个; 香草精, 0.5大勺; 黑芝麻, 适量	1. 黄油+糖+盐+蛋黄用手打打匀。2. 再混入加入黑芝麻粉拌均匀，拌入面粉小苏打混合物。3. 最后把面团合成一团，不用揉很久的，免得起筋了，将面团分成两份。4. 分别用一张保鲜膜把面团放入，杆成5毫米厚的长方块。放入冰箱冷冻2小时左右。5. 取出用圆形切割器切成圆形。（自己可以任意发挥整形，不过大小最好是均匀）。6. 用烤箱的烤箱预热175度上层烤10-12分钟，，我烤了15分钟（饼干很容易烤糊的，建议大家先不要烤太长时间糊了就没法救了，烤不够熟还可以翻烤的）。	http://www.haodou.com/recipe/6552
盐焗鸡	口感不像正宗的盐焗鸡,而像水晶蒸鸡,或是白切鸡.这个肉质比较嫩滑.但因为是用盐锔鸡粉所以味道又像盐锔鸡.正宗的盐焗鸡口感紧实,比较香口.有嚼劲.（嘻嘻，忙着包粽子，不多写了）。	光鸡, 0.5只	盐焗鸡粉, 1包; 香葱, 1把	1. 光鸡半只，盐焗鸡粉一包．2. 光鸡洗净擦干水分，用盐焗鸡粉把鸡身内外涂遍，腌制２－３小时．3. 电饭锅内放入两大匙食用油，香葱一把．4. 把鸡放在葱面上．盖上电锅盖．按下煮饭键，至跳键至保温档后．把鸡翻过另一面重新按下煮饭键，再次跳键至保温档即可．取出鸡斩件装盘．	http://www.haodou.com/recipe/6510
八珍炖乌鸡	前两天先生问我乌鸡怎么做，让我想起第一次吃到婆婆做的菜就是这道《八珍炖乌鸡》香香甜甜的没有加任何调味料的。称为“八珍汤”这道菜，早在古代周朝的菜谱上已有记载。其后，各朝代创造了各种：“八珍”。“八珍”是使用不同的八种药材烹调出来的珍贵菜肴的总称。这里的八珍把八种贵重药材合在一起，加入鸡、鸽子、鸭、瘦猪肉、猪蹄、猪肚或羊肉、鹿肉等其中的一种或数种，放入水，酒而熬成的，是一种食疗佳品。在家庭中，可根据家庭成员，身体健康状况，在中药店选购药材，配制食用。根据各地区的气侯水土及季节的不同，八珍的材料也可以不同的变化：今天我选用的八珍材料为：地蚕、枸杞子、红枣、桂圆干、干淮山、玉竹、党参、川芎（因为药材会煲出甜味，所以不需要再添加任何盐或是味精之类）。	乌鸡, 250g; 猪廋肉, 1块	姜, 1块; 黄酒, 适量; 八珍汤料包, 适量; 水, 适量	1. 乌鸡半只（我只用了四分之一只，碗太小了）猪廋肉一小块，姜一小块，黄酒适量。2. 买的八珍汤料包，不过里面材料严重的不足，哈哈，不值钱的材料比较多。我另外又补了一些材料进去，建议自己买材料配制。3. 锅内烧温水，把乌鸡和猪瘦肉放入煮至起泡沫（即去血水）捞出冲洗干净。放入一只钢碗里，再放入所有的药材及姜块，倒入黄酒约2大匙，再加一些水（水量不用太多，这道汤是以喝汤吃肉为主，婆婆做的时侯只加了很少的水，做出来的汤汁浓浓的，可以视个人口味加水）。4. 我直接用电饭锅炖的。。电饭锅加水至煮饭两杯米的水量。放入盛鸡的钢碗，再盖上盖（不要让水气进去了）按下煮饭键直至跳键至保温档即可。（如果觉得炖的还不够的话，可以再加一次水，继续按下煮饭键再炖一次）。	http://www.haodou.com/recipe/6463
牛奶雪花糕	周末是宝宝的一周岁生日，宝宝的妈妈想要亲手为宝宝做一道简单又健康的点心，，我想来想去，这道的做法很简单，材料也普通，希望宝宝和妈妈都喜欢这道点心：）也祝小宝宝周岁快乐！！！健康成长！！本来昨天做了，因为太心急，不等冷冻成型就倒出来了，结果都散架了，只好再做一次等今早才拍照。这里要特别说明一下啊。我刚收到好友小布的信息，，马上上来更正，请妈妈注意。。我对小孩的饮食习惯真的一点也不懂，以后要多学习：）谢谢小布的提醒。	玉米淀粉, 40g	鲜奶, 250g; 糖, 30g; 椰蓉, 适量	1. 材料合照。2. 取75克鲜奶和玉米淀粉拌均匀。3. 剩下的鲜奶加入白糖，倒入奶锅内煮开。4. 鲜奶煮开后转小火，倒入拌好的玉米淀粉奶汁，用筷子快速搅拌直至成糊状即可离火了。。倒入模具内放入冰箱冷藏3小时以上，取出脱模即可。（没有模具的，倒在碗内，或长形盆内，取出切块也行）。	http://www.haodou.com/recipe/6497
芒果牛奶西米露	那天在超市买到特价的芒果，于是在蛋糕，雪糕，糖水之间选择，找材料的时候找到一包西米，于是决定做芒果牛奶西米露吧！	牛奶, 500ml; 西米, 50g; 芒果, 100	砂糖适量, 适量	1. 西米浸泡一个小时后下锅煮至透明后再用冷水浸泡片刻晾干水备用（煮的过程需不时搅拌避免沾锅）。2. 牛奶加入适量的砂糖调制适合自己的甜度加热，芒果去皮切粒。3. 把煮好的西米倒入牛奶煮至开即可。4. 待吃的时候加入芒果即可，冷藏后风味更佳哦！	http://www.haodou.com/recipe/6442
冰糖葫芦	今非昔比，现在济南的大街小巷、超市随处可见各种创意的夹心冰糖葫芦以及各式各样的水果冰糖葫芦，远远望去五彩缤纷十分诱人。可不知道观念陈旧还是口味固执，我们家先生还是偏爱原汁原味的冰糖葫芦！ 山楂又称红果、山里红、胭脂果，在我国已有3000多年的栽培历史。山楂赋予人类的不仅仅酸酸甜甜的美味，它更是健康保健的食物。山楂是药食两用中药,含有丰富的营养物质和生物活性成分,具有抗氧化、降血脂、抗肿瘤、助消化、抗菌消炎等保健作用。	山楂, 28个	冰糖, 250g; 水, 250g; 芝麻, 适量	1. 最好用多晶冰糖（白砂糖、单晶冰糖均可）。如果冰糖块大，可用微波炉大火几秒种后出炉，用手轻轻一掰即可。2. 选择新鲜饱满的山楂，洗净凉去水分，将山楂拦腰切开，用小刀挖去果核，对好缝隙。3. 把去核的山楂用清洗干净的竹签从小到大串起来，随意串几个，家里有小孩子的，最好将竹签的尖剪去，安全。4. 冰糖和水的比例是：1：1，同时放进锅内，最好使用不锈钢锅或搪瓷锅。5. 熬糖，煤气炉大火烧开，熬的时候不可以搅动，待开始出现大泡泡的时候转中火，边熬边用手晃动锅底，以免出现受热不均匀出现糊锅现象，时间一半时再转小火，再用牙咬一下，感觉不沾牙、很脆就表明好了，如果是高手就不用了，熬好的糖浠必须马上离火，（用时10－15分钟以内）。6. 蘸糖，准备一块干净的菜板，上面用手抹上一层薄薄的清水。将串好的山楂贴着熬好的热糖上泛起的泡沫轻轻一转，裹上薄薄一层，迅速放到水板上冷却二三分钟即可享用。（沾糖时动作一定要快，慢了糖浠会降温凝固。蘸糖需要技巧，如果糖裹得太厚，影响口感。糖要蘸上薄薄而均匀的一层，才好吃）。	http://www.haodou.com/recipe/6598
红枣如意卷	近两年的写博时光，虽然文字拙劣，图片平平，更新又慢，但博友们还是给我的博文写上精彩评论和热情鼓励，偶尔还会推荐到新浪美食首页。每每走进博客小屋，我仿佛读到了博友温暖的笑容、亲切的眼神和一颗关爱的心。这份情这份意，怎能用一个“谢”字了得！左思右想还是一个字“吃”！就让这款包含美好寓意的红枣花卷代表我的心吧！虽不是名贵珍馐，却是千里送鹅毛！	面粉, 500g	酵母, 8g; 小红枣, 250g; 清温水, 适量	1. 将酵母溶于温水静饧5分钟，搅匀后把酵母水慢慢倒入面粉中，揉成光滑的面团，盖好或蒙上保鲜膜放置温暖处,发酵好的面团是原来的2－3倍，呈蜂窝状；2. 将充分饧好的面反复揉成均匀光滑的面团，再饧20分钟后，分成大小均匀的小剂子；3. 将每个小剂子搓成长圆柱体，然后用手按扁，薄后自己掌握；4. 将小红枣清洗干净，锅里放水烧开，把枣放进锅里煮7成熟捞出后一定要凉干水分。做法如图；5. 枣最好要大小均匀，手要轻轻地卷，不要用力太大；6. 锅里一定要放凉水，篦子上摆上饧好的花卷，花卷之间距离不要太近，否则会粘在一起，中火把水烧开，然后盖上锅盖，冒气后大一点的花卷35分钟，小一点的30分钟即可。用手轻拍，有弹性即熟.手指轻按花卷后，凹坑很快平复原说明熟好，凹陷下去不复原说明还没蒸熟。	http://www.haodou.com/recipe/6558
黑胡椒串烤鸡翅	原本想做香辣烤鸡翅的，很怀念家乡小摊上的炭火烤鸡翅啊。。不过没有烧烤炉也买不到木炭，就用烤箱烤吧。可是等我把小区里的商店走遍了，居然没有卖辣椒粉的。原来家里剩下的一点昨晚都倒进腌料里了，只好还是做黑胡椒的了。	大鸡翅, 4只	姜蓉, 适量; 蒜蓉, 适量; 黑胡椒, 适量; 料酒, 2大勺; 生抽, 1大勺; 老抽, 1大勺; 辣椒粉, 1大勺; 白砂糖, 1大勺; 蚝油, 0.5大勺; 盐, 适量; 味精, 适量; 蜂蜜, 1大勺	1. 鸡翅洗净并用刀在上面打上刀花（以便入味），姜、蒜磨成蓉。2. 把所有的调味料（除蜂蜜外）姜蓉, 蒜蓉都放入碗内调成腌汁（腌汁的味道要比正常做汤较咸一点，这样才比较入味）把打上花刀的鸡翅放入，翻拌均匀，放入冰箱冷藏腌制约12小时。3. 用竹签把鸡翅插起来（这样烤的时侯火侯才能均匀）另外用锡纸把鸡翅尖的地方包起来（不然鸡翅尖烤糊了，鸡翅根多肉的地方还没熟）。4. 烤箱预热250度，单上火40分钟，把鸡翅放在烤网上第二层。底下放个烤盘接住滴下来的油。每20分钟翻动一次。接下来还是250度单上火，把鸡翅尖的锡纸脱掉，把烤网移到第一层。每一面再烤20分钟。。快出炉的时侯，两面涂上蜂蜜再洒上黑胡椒粉，分别再烤1-2分钟即可。	http://www.haodou.com/recipe/6588
凉瓜牛秋鱼汤	牛鳅鱼是海里的鱼类，平时鲜见有活的卖，这天市场上看到有新鲜游水的，赶紧买条尝尝。牛鳅鱼还没有养殖，味道不错，肌肉结实，肉里没有暗刺，煮汤鲜美，大热天的，配些苦瓜烧个汤，味道很好。	牛鳅鱼, 300g; 苦瓜, 1根	瘦肉, 适量; 葱, 适量; 姜, 适量; 盐, 适量	1. 将鱼去肚洗净，苦瓜切好。2. 起油锅，猛火将鱼两面煎一下。3. 加入适量的清水，下苦瓜、瘦肉、姜片。4. 水开后2分钟加入盐，葱段调好味道就行了。5. 美味的 凉瓜牛秋鱼汤上桌了。	http://www.haodou.com/recipe/6511
清蒸左口鱼	这段时间，市场有些比较小的左口鱼卖（不知道其他地方把这鱼怎么叫，属于比目鱼的一种，呵呵），三两左右一条。这份量的左口鱼最好吃，肉质鲜嫩，大了肉就相对没那么嫩了。左口鱼比多宝鱼（大凌平鱼）肉质稍微粗一点，所以卖的没有多宝鱼贵，游水的25元一斤，不过也算是不错了，买来两条。鱼新鲜，当然清蒸了最好吃，呵呵，个人意见。	左口鱼, 2条	姜, 适量; 葱, 适量; 生抽, 适量	1. 将鱼去肚洗净装盘。2. 放上姜丝，水开后蒸5分钟。3. 出锅后，将姜丝和水倒掉。4. 放上葱丝，淋上生抽，在淋上热油就好了，味道一流，呵呵。	http://www.haodou.com/recipe/6616
枣泥馅	红枣香醇而略带炒制的焦香，一直是我们家的偏爱。回味无穷的枣泥馅，从开始洗、泡、煮、剥皮、去核、过筛、炒制到出成品等整个过程，每个细小的环节没有十分的耐心、细心、用心是做不出来的。记得有本书里说“有些绝招，是用细节的功夫堆砌出来的。”我想只有做过枣泥的人才能真正感受得到不同寻常的心情。	红枣, 500g; 冰糖, 50g	清水, 50g; 葵花籽油, 30g; 澄粉, 30g	1. 红枣洗净泡1小时，冰糖砸碎，澄粉或玉米淀粉，葵花油或其他食用油均可；2. 将红枣放入锅内，清水要没过红枣，开锅后中火煮30分钟，煮好的枣用凉水清洗干净后再用凉水泡一会，凉透将每个枣剥皮去核；3. 将枣肉放在一个筛子里过滤，如果怕麻烦可以省去这一步，不过过筛的枣泥特细腻；4. 锅里放50克清水将冰糖融化，接着放油炒几下，再将枣泥、澄粉放入，炒至浓稠即可。	http://www.haodou.com/recipe/6727
豆沙夹心冰糖葫芦	上次做冰糖葫芦没用完的山楂大约还有两斤多，一直用保鲜盒冷藏在冰箱里。我怕时间一长会腐烂变质，便拿出来洗了一小盘放在茶几上随意享用，剩下的准备再做一次豆沙夹心冰糖葫芦。 夹心冰糖葫芦可以随意按照个人的口味添加馅料，比如巧克力、核桃、花生、草莓、豆沙等,特别是豆沙夹心冰糖葫芦，很多年轻人和小孩子尤其喜欢。	山楂, 28个	白砂糖, 250g; 水, 130g; 红豆沙, 少许; 松籽仁, 少许; 竹签, 少许	1. 白砂糖，颗粒粗一点的更好；2. 选择新鲜饱满的山楂，洗净凉去水分，将山楂拦腰切开，用小刀挖去果核，填上红豆沙馅（豆沙馅是我自己做得，超市也有），对好缝隙，在馅上轻轻按上一个炒熟的松籽即可；3. 竹签用清水洗干净再用开水煮一下，将填好馅的山楂从小到大串起来，随意串几个，家里有小孩子的，为了安全最好将竹签的尖剪去；4. 白砂糖和水的比例为2：1。同时放进锅内，一定要使用不锈钢锅或搪瓷锅；5. 熬糖，煤气炉大火烧开，中小火5分钟，待开始出现大泡泡的时候转中火，继续5分钟，至到锅内没有大气泡只有小气泡，而且颜色发亮，改为小火，否则因为水分蒸发过快而把糖熬过火。熬好的糖浠必须马上离火。熬的时候不可以搅动，边熬边用手晃动锅底，以免出现受热不均匀或出现糊锅现象。6. 蘸糖，准备一块干净的菜板，上面用手抹上一层薄薄的清水。将串好的山楂贴着熬好的热糖上泛起的泡沫轻轻一转，裹上薄薄一层，迅速放到水板上冷却二三分钟即可享用。（沾糖时动作一定要快，慢了糖浠会降温凝固。蘸糖需要技巧，如果糖裹得太厚，影响口感。糖要蘸上薄薄而均匀的一层，才好吃）。	http://www.haodou.com/recipe/6619
